payment_id,order_id,payment_type,payment_value
PAY00748,ORD00748,Wallet,3021
PAY00749,ORD00749,COD,8843
PAY00750,ORD00750,Card,9637
PAY00751,ORD00751,UPI,7407
PAY00752,ORD00752,Wallet,6329
PAY00753,ORD00753,Card,8193
PAY00754,ORD00754,COD,7628
PAY00755,ORD00755,UPI,4693
PAY00756,ORD00756,UPI,9641
PAY00757,ORD00757,UPI,1954
PAY00758,ORD00758,Card,8519
PAY00759,ORD00759,Wallet,3526
PAY00760,ORD00760,Wallet,9271
PAY00761,ORD00761,COD,1802
PAY00762,ORD00762,UPI,7257
PAY00763,ORD00763,COD,2055
PAY00764,ORD00764,Wallet,2630
PAY00765,ORD00765,Card,7839
PAY00766,ORD00766,Wallet,5405
PAY00767,ORD00767,UPI,1319
PAY00768,ORD00768,Wallet,10597
PAY00769,ORD00769,COD,5633
PAY00770,ORD00770,COD,8756
PAY00771,ORD00771,Wallet,5371
PAY00772,ORD00772,Card,900
PAY00773,ORD00773,COD,6660
PAY00774,ORD00774,COD,2275
PAY00775,ORD00775,Card,4895
PAY00776,ORD00776,Wallet,4879
PAY00777,ORD00777,Card,5483
PAY00778,ORD00778,Wallet,4830
PAY00779,ORD00779,Card,948
PAY00780,ORD00780,COD,776
PAY00781,ORD00781,COD,8765
PAY00782,ORD00782,Wallet,11946
PAY00783,ORD00783,Card,9097
PAY00784,ORD00784,Card,9912
PAY00785,ORD00785,Card,11809
PAY00786,ORD00786,Wallet,3068
PAY00787,ORD00787,UPI,1926
PAY00788,ORD00788,Card,11223
PAY00789,ORD00789,Card,10781
PAY00790,ORD00790,COD,3092
PAY00791,ORD00791,Card,9438
PAY00792,ORD00792,Card,8795
PAY00793,ORD00793,COD,7823
PAY00794,ORD00794,COD,9351
PAY00795,ORD00795,COD,3808
PAY00796,ORD00796,UPI,4194
PAY00797,ORD00797,Wallet,719
PAY00798,ORD00798,Card,6196
PAY00799,ORD00799,COD,4726
PAY00800,ORD00800,Card,4496
PAY00801,ORD00801,Wallet,939
PAY00802,ORD00802,Card,10100
PAY00803,ORD00803,COD,9169
PAY00804,ORD00804,COD,4210
PAY00805,ORD00805,UPI,4789
PAY00806,ORD00806,UPI,8077
PAY00807,ORD00807,Wallet,2213
PAY00808,ORD00808,COD,7124
PAY00809,ORD00809,Card,2154
PAY00810,ORD00810,Card,6914
PAY00811,ORD00811,COD,5287
PAY00812,ORD00812,COD,11514
PAY00813,ORD00813,Card,4472
PAY00814,ORD00814,UPI,4538
PAY00815,ORD00815,Wallet,10226
PAY00816,ORD00816,Wallet,6846
PAY00817,ORD00817,COD,1177
PAY00818,ORD00818,Card,11286
PAY00819,ORD00819,COD,6691
PAY00820,ORD00820,UPI,10975
PAY00821,ORD00821,COD,8184
PAY00822,ORD00822,UPI,4810
PAY00823,ORD00823,UPI,3712
PAY00824,ORD00824,Card,5276
PAY00825,ORD00825,Card,722
PAY00826,ORD00826,COD,10643
PAY00827,ORD00827,UPI,4557
PAY00828,ORD00828,Wallet,6314
PAY00829,ORD00829,COD,4875
PAY00830,ORD00830,UPI,6825
PAY00831,ORD00831,COD,3535
PAY00832,ORD00832,UPI,10691
PAY00833,ORD00833,UPI,7607
PAY00834,ORD00834,UPI,2921
PAY00835,ORD00835,Card,2186
PAY00836,ORD00836,UPI,3989
PAY00837,ORD00837,Card,7648
PAY00838,ORD00838,Card,1543
PAY00839,ORD00839,UPI,1881
PAY00840,ORD00840,Card,8841
PAY00841,ORD00841,UPI,9682
PAY00842,ORD00842,COD,3135
PAY00843,ORD00843,COD,10910
PAY00844,ORD00844,COD,3309
PAY00845,ORD00845,Card,3685
PAY00846,ORD00846,UPI,9859
PAY00847,ORD00847,UPI,10970
PAY00848,ORD00848,Card,3421
PAY00849,ORD00849,COD,7386
PAY00850,ORD00850,COD,6289
PAY00851,ORD00851,Wallet,6136
PAY00852,ORD00852,Card,9368
PAY00853,ORD00853,Card,8237
PAY00854,ORD00854,Card,5765
PAY00855,ORD00855,COD,10276
PAY00856,ORD00856,COD,11510
PAY00857,ORD00857,Card,5400
PAY00858,ORD00858,COD,9238
PAY00859,ORD00859,Card,10565
PAY00860,ORD00860,UPI,9543
PAY00861,ORD00861,Wallet,2758
PAY00862,ORD00862,UPI,11867
PAY00863,ORD00863,Wallet,7953
PAY00864,ORD00864,Wallet,10439
PAY00865,ORD00865,Card,9463
PAY00866,ORD00866,COD,10143
PAY00867,ORD00867,Card,9582
PAY00868,ORD00868,Card,11572
PAY00869,ORD00869,UPI,4508
PAY00870,ORD00870,Wallet,4777
PAY00871,ORD00871,COD,3032
PAY00872,ORD00872,Wallet,10575
PAY00873,ORD00873,Wallet,2765
PAY00874,ORD00874,UPI,2535
PAY00875,ORD00875,Wallet,6130
PAY00876,ORD00876,Wallet,6684
PAY00877,ORD00877,UPI,9738
PAY00878,ORD00878,COD,8865
PAY00879,ORD00879,UPI,5312
PAY00880,ORD00880,UPI,8733
PAY00881,ORD00881,UPI,3049
PAY00882,ORD00882,UPI,2084
PAY00883,ORD00883,UPI,9232
PAY00884,ORD00884,UPI,4667
PAY00885,ORD00885,UPI,8014
PAY00886,ORD00886,Card,9801
PAY00887,ORD00887,Wallet,9561
PAY00888,ORD00888,Card,1583
PAY00889,ORD00889,UPI,569
PAY00890,ORD00890,UPI,8510
PAY00891,ORD00891,UPI,6401
PAY00892,ORD00892,COD,4556
PAY00893,ORD00893,COD,8365
PAY00894,ORD00894,Card,3798
PAY00895,ORD00895,COD,2128
PAY00896,ORD00896,Wallet,1158
PAY00897,ORD00897,COD,1679
PAY00898,ORD00898,Wallet,4500
PAY00899,ORD00899,Card,3371
PAY00900,ORD00900,UPI,3749
PAY00901,ORD00901,Card,6474
PAY00902,ORD00902,Wallet,5135
PAY00903,ORD00903,UPI,9389
PAY00904,ORD00904,UPI,4594
PAY00905,ORD00905,COD,3215
PAY00906,ORD00906,COD,8235
PAY00907,ORD00907,COD,4536
PAY00908,ORD00908,UPI,2072
PAY00909,ORD00909,Wallet,1526
PAY00910,ORD00910,Card,7174
PAY00911,ORD00911,COD,6475
PAY00912,ORD00912,UPI,11821
PAY00913,ORD00913,Card,871
PAY00914,ORD00914,COD,8246
PAY00915,ORD00915,UPI,3919
PAY00916,ORD00916,Card,9635
PAY00917,ORD00917,Wallet,4228
PAY00918,ORD00918,Wallet,6977
PAY00919,ORD00919,Card,11342
PAY00920,ORD00920,UPI,9049
PAY00921,ORD00921,Wallet,7758
PAY00922,ORD00922,COD,2313
PAY00923,ORD00923,Card,5577
PAY00924,ORD00924,UPI,6892
PAY00925,ORD00925,Card,10308
PAY00926,ORD00926,Card,7812
PAY00927,ORD00927,Wallet,11733
PAY00928,ORD00928,Wallet,1355
PAY00929,ORD00929,Wallet,8460
PAY00930,ORD00930,COD,8384
PAY00931,ORD00931,Card,3291
PAY00932,ORD00932,UPI,8775
PAY00933,ORD00933,Card,9397
PAY00934,ORD00934,Wallet,2208
PAY00935,ORD00935,Wallet,7272
PAY00936,ORD00936,Wallet,9467
PAY00937,ORD00937,Wallet,8583
PAY00938,ORD00938,UPI,3862
PAY00939,ORD00939,COD,11215
PAY00940,ORD00940,COD,4717
PAY00941,ORD00941,Card,7253
PAY00942,ORD00942,UPI,2912
PAY00943,ORD00943,UPI,1832
PAY00944,ORD00944,COD,4056
PAY00945,ORD00945,UPI,543
PAY00946,ORD00946,Wallet,3187
PAY00947,ORD00947,UPI,5895
PAY00948,ORD00948,COD,3490
PAY00949,ORD00949,COD,9637
PAY00950,ORD00950,Card,1659
PAY00951,ORD00951,Card,4217
PAY00952,ORD00952,Wallet,2899
PAY00953,ORD00953,Card,6790
PAY00954,ORD00954,Wallet,8344
PAY00955,ORD00955,COD,11126
PAY00956,ORD00956,COD,5750
PAY00957,ORD00957,UPI,4518
PAY00958,ORD00958,UPI,1557
PAY00959,ORD00959,Wallet,799
PAY00960,ORD00960,COD,10941
PAY00961,ORD00961,COD,3588
PAY00962,ORD00962,UPI,10662
PAY00963,ORD00963,Wallet,6085
PAY00964,ORD00964,COD,7853
PAY00965,ORD00965,UPI,4834
PAY00966,ORD00966,Card,10799
PAY00967,ORD00967,COD,9748
PAY00968,ORD00968,UPI,7785
PAY00969,ORD00969,UPI,5761
PAY00970,ORD00970,UPI,2632
PAY00971,ORD00971,UPI,5122
PAY00972,ORD00972,COD,5522
PAY00973,ORD00973,Wallet,5322
PAY00974,ORD00974,COD,2611
PAY00975,ORD00975,COD,4814
PAY00976,ORD00976,UPI,3977
PAY00977,ORD00977,COD,5486
PAY00978,ORD00978,COD,7148
PAY00979,ORD00979,Card,5478
PAY00980,ORD00980,COD,5420
PAY00981,ORD00981,UPI,6330
PAY00982,ORD00982,COD,5648
PAY00983,ORD00983,Card,543
PAY00984,ORD00984,COD,3323
PAY00985,ORD00985,Wallet,9593
PAY00986,ORD00986,COD,3774
PAY00987,ORD00987,UPI,11349
PAY00988,ORD00988,UPI,4410
PAY00989,ORD00989,Wallet,3809
PAY00990,ORD00990,Card,10963
PAY00991,ORD00991,UPI,3590
PAY00992,ORD00992,Card,682
PAY00993,ORD00993,UPI,7549
PAY00994,ORD00994,UPI,8301
PAY00995,ORD00995,COD,2902
PAY00996,ORD00996,COD,6061
PAY00997,ORD00997,UPI,7491
PAY00998,ORD00998,Wallet,962
PAY00999,ORD00999,Card,7167
PAY01000,ORD01000,Wallet,500
PAY01001,ORD01001,COD,10163
PAY01002,ORD01002,COD,3132
PAY01003,ORD01003,Card,6335
PAY01004,ORD01004,COD,3562
PAY01005,ORD01005,Card,10996
PAY01006,ORD01006,UPI,2565
PAY01007,ORD01007,UPI,1105
PAY01008,ORD01008,COD,3510
PAY01009,ORD01009,COD,5514
PAY01010,ORD01010,Card,8524
PAY01011,ORD01011,Card,5790
PAY01012,ORD01012,UPI,7036
PAY01013,ORD01013,UPI,11646
PAY01014,ORD01014,COD,4781
PAY01015,ORD01015,COD,8502
PAY01016,ORD01016,UPI,7115
PAY01017,ORD01017,Wallet,3927
PAY01018,ORD01018,Wallet,5038
PAY01019,ORD01019,Card,4616
PAY01020,ORD01020,COD,10257
PAY01021,ORD01021,Wallet,9062
PAY01022,ORD01022,UPI,5840
PAY01023,ORD01023,COD,1527
PAY01024,ORD01024,UPI,9649
PAY01025,ORD01025,COD,9059
PAY01026,ORD01026,UPI,8427
PAY01027,ORD01027,COD,1074
PAY01028,ORD01028,COD,6935
PAY01029,ORD01029,Card,3553
PAY01030,ORD01030,Card,3922
PAY01031,ORD01031,COD,3641
PAY01032,ORD01032,Card,3864
PAY01033,ORD01033,Wallet,2395
PAY01034,ORD01034,Wallet,3052
PAY01035,ORD01035,Card,5759
PAY01036,ORD01036,Wallet,5330
PAY01037,ORD01037,Card,3506
PAY01038,ORD01038,Wallet,680
PAY01039,ORD01039,COD,4492
PAY01040,ORD01040,Card,8959
PAY01041,ORD01041,Card,2127
PAY01042,ORD01042,COD,9462
PAY01043,ORD01043,Card,11595
PAY01044,ORD01044,COD,9484
PAY01045,ORD01045,Card,8259
PAY01046,ORD01046,UPI,8910
PAY01047,ORD01047,COD,11404
PAY01048,ORD01048,Wallet,1180
PAY01049,ORD01049,Card,1606
PAY01050,ORD01050,Card,7412
PAY01051,ORD01051,UPI,8719
PAY01052,ORD01052,UPI,6852
PAY01053,ORD01053,UPI,9700
PAY01054,ORD01054,Card,10900
PAY01055,ORD01055,UPI,8288
PAY01056,ORD01056,Wallet,10929
PAY01057,ORD01057,Card,8440
PAY01058,ORD01058,Wallet,5169
PAY01059,ORD01059,UPI,6746
PAY01060,ORD01060,Card,11178
PAY01061,ORD01061,Wallet,8707
PAY01062,ORD01062,Wallet,3267
PAY01063,ORD01063,COD,3480
PAY01064,ORD01064,Wallet,832
PAY01065,ORD01065,Wallet,1759
PAY01066,ORD01066,UPI,9681
PAY01067,ORD01067,Wallet,6438
PAY01068,ORD01068,COD,6203
PAY01069,ORD01069,COD,7510
PAY01070,ORD01070,UPI,876
PAY01071,ORD01071,Card,9029
PAY01072,ORD01072,Card,4745
PAY01073,ORD01073,COD,9825
PAY01074,ORD01074,UPI,10409
PAY01075,ORD01075,UPI,6667
PAY01076,ORD01076,Wallet,5844
PAY01077,ORD01077,Wallet,6333
PAY01078,ORD01078,COD,3775
PAY01079,ORD01079,Card,5743
PAY01080,ORD01080,Card,5839
PAY01081,ORD01081,Card,7395
PAY01082,ORD01082,UPI,5695
PAY01083,ORD01083,Card,6742
PAY01084,ORD01084,UPI,11813
PAY01085,ORD01085,UPI,5696
PAY01086,ORD01086,COD,2693
PAY01087,ORD01087,Wallet,1234
PAY01088,ORD01088,COD,6660
PAY01089,ORD01089,UPI,3679
PAY01090,ORD01090,COD,1347
PAY01091,ORD01091,Card,7204
PAY01092,ORD01092,Wallet,2539
PAY01093,ORD01093,COD,4249
PAY01094,ORD01094,Wallet,11054
PAY01095,ORD01095,Card,8350
PAY01096,ORD01096,Card,11375
PAY01097,ORD01097,Card,3948
PAY01098,ORD01098,Wallet,3478
PAY01099,ORD01099,UPI,793
PAY01100,ORD01100,UPI,11827
PAY01101,ORD01101,Wallet,8579
PAY01102,ORD01102,COD,7048
PAY01103,ORD01103,Wallet,5679
PAY01104,ORD01104,Card,7597
PAY01105,ORD01105,UPI,9402
PAY01106,ORD01106,COD,4257
PAY01107,ORD01107,UPI,9849
PAY01108,ORD01108,UPI,9893
PAY01109,ORD01109,Wallet,3196
PAY01110,ORD01110,Card,4099
PAY01111,ORD01111,COD,3603
PAY01112,ORD01112,UPI,4675
PAY01113,ORD01113,Wallet,4933
PAY01114,ORD01114,COD,1899
PAY01115,ORD01115,Wallet,3456
PAY01116,ORD01116,Card,6177
PAY01117,ORD01117,Wallet,5785
PAY01118,ORD01118,UPI,10029
PAY01119,ORD01119,COD,8644
PAY01120,ORD01120,Wallet,8526
PAY01121,ORD01121,COD,7536
PAY01122,ORD01122,UPI,7653
PAY01123,ORD01123,Wallet,8696
PAY01124,ORD01124,UPI,5004
PAY01125,ORD01125,Card,10963
PAY01126,ORD01126,UPI,675
PAY01127,ORD01127,UPI,10766
PAY01128,ORD01128,UPI,7513
PAY01129,ORD01129,Card,2526
PAY01130,ORD01130,Card,3949
PAY01131,ORD01131,Wallet,9134
PAY01132,ORD01132,COD,3842
PAY01133,ORD01133,COD,4415
PAY01134,ORD01134,COD,9552
PAY01135,ORD01135,Card,1915
PAY01136,ORD01136,Wallet,9032
PAY01137,ORD01137,UPI,5451
PAY01138,ORD01138,Wallet,9780
PAY01139,ORD01139,Wallet,3480
PAY01140,ORD01140,COD,6705
PAY01141,ORD01141,COD,5030
PAY01142,ORD01142,Wallet,8156
PAY01143,ORD01143,UPI,11337
PAY01144,ORD01144,Card,11880
PAY01145,ORD01145,COD,11288
PAY01146,ORD01146,UPI,5594
PAY01147,ORD01147,UPI,4715
PAY01148,ORD01148,UPI,6593
PAY01149,ORD01149,Wallet,2174
PAY01150,ORD01150,Card,8441
PAY01151,ORD01151,Card,3900
PAY01152,ORD01152,Wallet,6508
PAY01153,ORD01153,UPI,11850
PAY01154,ORD01154,Wallet,6771
PAY01155,ORD01155,Card,6408
PAY01156,ORD01156,Card,11098
PAY01157,ORD01157,Wallet,8315
PAY01158,ORD01158,COD,3324
PAY01159,ORD01159,Card,6915
PAY01160,ORD01160,Card,3012
PAY01161,ORD01161,Card,11723
PAY01162,ORD01162,COD,11202
PAY01163,ORD01163,UPI,8107
PAY01164,ORD01164,UPI,4277
PAY01165,ORD01165,Wallet,8229
PAY01166,ORD01166,COD,7198
PAY01167,ORD01167,Wallet,4531
PAY01168,ORD01168,Wallet,6929
PAY01169,ORD01169,Wallet,11801
PAY01170,ORD01170,UPI,4253
PAY01171,ORD01171,Wallet,8131
PAY01172,ORD01172,Wallet,10238
PAY01173,ORD01173,Wallet,4271
PAY01174,ORD01174,Wallet,10521
PAY01175,ORD01175,COD,7892
PAY01176,ORD01176,COD,9700
PAY01177,ORD01177,COD,11028
PAY01178,ORD01178,Card,7979
PAY01179,ORD01179,UPI,11405
PAY01180,ORD01180,Wallet,3504
PAY01181,ORD01181,COD,3728
PAY01182,ORD01182,Card,1427
PAY01183,ORD01183,UPI,7514
PAY01184,ORD01184,Card,8329
PAY01185,ORD01185,COD,2835
PAY01186,ORD01186,COD,1939
PAY01187,ORD01187,UPI,10831
PAY01188,ORD01188,Card,5832
PAY01189,ORD01189,COD,10212
PAY01190,ORD01190,Wallet,8462
PAY01191,ORD01191,UPI,3266
PAY01192,ORD01192,COD,8450
PAY01193,ORD01193,Card,7403
PAY01194,ORD01194,Wallet,1400
PAY01195,ORD01195,COD,3905
PAY01196,ORD01196,Card,2447
PAY01197,ORD01197,Wallet,955
PAY01198,ORD01198,COD,4709
PAY01199,ORD01199,UPI,604
PAY01200,ORD01200,COD,8775
PAY01201,ORD01201,Card,11489
PAY01202,ORD01202,Card,7646
PAY01203,ORD01203,Card,1214
PAY01204,ORD01204,Card,11362
PAY01205,ORD01205,UPI,3247
PAY01206,ORD01206,Card,868
PAY01207,ORD01207,UPI,9166
PAY01208,ORD01208,COD,2313
PAY01209,ORD01209,Card,771
PAY01210,ORD01210,Wallet,9695
PAY01211,ORD01211,Card,1508
PAY01212,ORD01212,COD,5895
PAY01213,ORD01213,COD,11491
PAY01214,ORD01214,Card,4272
PAY01215,ORD01215,Wallet,3792
PAY01216,ORD01216,COD,9150
PAY01217,ORD01217,Wallet,3760
PAY01218,ORD01218,UPI,11070
PAY01219,ORD01219,Card,11394
PAY01220,ORD01220,Wallet,1756
PAY01221,ORD01221,COD,5667
PAY01222,ORD01222,COD,2774
PAY01223,ORD01223,Card,7571
PAY01224,ORD01224,Wallet,555
PAY01225,ORD01225,Card,888
PAY01226,ORD01226,COD,8556
PAY01227,ORD01227,Wallet,1481
PAY01228,ORD01228,UPI,9729
PAY01229,ORD01229,COD,5938
PAY01230,ORD01230,Wallet,5702
PAY01231,ORD01231,Wallet,11855
PAY01232,ORD01232,UPI,5297
PAY01233,ORD01233,COD,6786
PAY01234,ORD01234,COD,4085
PAY01235,ORD01235,UPI,6387
PAY01236,ORD01236,COD,6222
PAY01237,ORD01237,Card,10011
PAY01238,ORD01238,Wallet,3413
PAY01239,ORD01239,COD,3699
PAY01240,ORD01240,Wallet,10240
PAY01241,ORD01241,UPI,5052
PAY01242,ORD01242,Card,4986
PAY01243,ORD01243,Card,974
PAY01244,ORD01244,COD,6218
PAY01245,ORD01245,COD,8224
PAY01246,ORD01246,COD,6878
PAY01247,ORD01247,UPI,4529
PAY01248,ORD01248,UPI,4188
PAY01249,ORD01249,UPI,7166
PAY01250,ORD01250,UPI,2238
PAY01251,ORD01251,Wallet,6811
PAY01252,ORD01252,COD,8561
PAY01253,ORD01253,Card,2007
PAY01254,ORD01254,Wallet,2855
PAY01255,ORD01255,Card,4862
PAY01256,ORD01256,COD,9311
PAY01257,ORD01257,Card,1517
PAY01258,ORD01258,COD,9718
PAY01259,ORD01259,Card,10588
PAY01260,ORD01260,UPI,6119
PAY01261,ORD01261,Wallet,5313
PAY01262,ORD01262,Card,8970
PAY01263,ORD01263,UPI,3068
PAY01264,ORD01264,Wallet,11901
PAY01265,ORD01265,Card,10209
PAY01266,ORD01266,Wallet,3962
PAY01267,ORD01267,UPI,725
PAY01268,ORD01268,Card,5576
PAY01269,ORD01269,UPI,3278
PAY01270,ORD01270,COD,1043
PAY01271,ORD01271,Card,5957
PAY01272,ORD01272,Wallet,3464
PAY01273,ORD01273,Wallet,10969
PAY01274,ORD01274,Wallet,11716
PAY01275,ORD01275,Wallet,8880
PAY01276,ORD01276,UPI,1661
PAY01277,ORD01277,Card,2558
PAY01278,ORD01278,COD,4968
PAY01279,ORD01279,Wallet,8451
PAY01280,ORD01280,Card,10090
PAY01281,ORD01281,Wallet,8377
PAY01282,ORD01282,UPI,10737
PAY01283,ORD01283,COD,11228
PAY01284,ORD01284,Wallet,9166
PAY01285,ORD01285,COD,10818
PAY01286,ORD01286,Wallet,3968
PAY01287,ORD01287,UPI,3355
PAY01288,ORD01288,Wallet,6624
PAY01289,ORD01289,Card,7864
PAY01290,ORD01290,Card,6763
PAY01291,ORD01291,COD,3463
PAY01292,ORD01292,Wallet,5453
PAY01293,ORD01293,UPI,2395
PAY01294,ORD01294,UPI,4226
PAY01295,ORD01295,UPI,7980
PAY01296,ORD01296,Wallet,11230
PAY01297,ORD01297,COD,975
PAY01298,ORD01298,Wallet,2034
PAY01299,ORD01299,COD,7700
PAY01300,ORD01300,COD,4530
PAY01301,ORD01301,UPI,7962
PAY01302,ORD01302,UPI,9082
PAY01303,ORD01303,UPI,6766
PAY01304,ORD01304,Wallet,10106
PAY01305,ORD01305,COD,4269
PAY01306,ORD01306,Card,10794
PAY01307,ORD01307,UPI,5435
PAY01308,ORD01308,Card,5690
PAY01309,ORD01309,COD,3794
PAY01310,ORD01310,Card,6168
PAY01311,ORD01311,UPI,1813
PAY01312,ORD01312,Wallet,6496
PAY01313,ORD01313,Card,4660
PAY01314,ORD01314,UPI,6204
PAY01315,ORD01315,COD,7796
PAY01316,ORD01316,Card,10965
PAY01317,ORD01317,Wallet,9382
PAY01318,ORD01318,Wallet,4040
PAY01319,ORD01319,UPI,9897
PAY01320,ORD01320,Card,3168
PAY01321,ORD01321,COD,6715
PAY01322,ORD01322,Wallet,11003
PAY01323,ORD01323,Card,10865
PAY01324,ORD01324,Card,11275
PAY01325,ORD01325,UPI,4895
PAY01326,ORD01326,Wallet,10261
PAY01327,ORD01327,Card,3520
PAY01328,ORD01328,Wallet,6058
PAY01329,ORD01329,COD,10368
PAY01330,ORD01330,UPI,8954
PAY01331,ORD01331,UPI,5904
PAY01332,ORD01332,Card,3855
PAY01333,ORD01333,COD,9694
PAY01334,ORD01334,Wallet,11117
PAY01335,ORD01335,UPI,3248
PAY01336,ORD01336,Card,3321
PAY01337,ORD01337,Wallet,10906
PAY01338,ORD01338,Card,5987
PAY01339,ORD01339,COD,4951
PAY01340,ORD01340,COD,1502
PAY01341,ORD01341,UPI,6389
PAY01342,ORD01342,COD,2356
PAY01343,ORD01343,Wallet,1954
PAY01344,ORD01344,UPI,4873
PAY01345,ORD01345,COD,8797
PAY01346,ORD01346,COD,6121
PAY01347,ORD01347,COD,1551
PAY01348,ORD01348,Wallet,7370
PAY01349,ORD01349,Wallet,11403
PAY01350,ORD01350,COD,3474
PAY01351,ORD01351,COD,4156
PAY01352,ORD01352,UPI,9422
PAY01353,ORD01353,UPI,2606
PAY01354,ORD01354,UPI,10151
PAY01355,ORD01355,COD,7877
PAY01356,ORD01356,Card,10820
PAY01357,ORD01357,COD,2505
PAY01358,ORD01358,Card,10795
PAY01359,ORD01359,COD,3964
PAY01360,ORD01360,COD,11558
PAY01361,ORD01361,COD,3514
PAY01362,ORD01362,COD,3802
PAY01363,ORD01363,UPI,11079
PAY01364,ORD01364,UPI,5291
PAY01365,ORD01365,UPI,9030
PAY01366,ORD01366,Wallet,967
PAY01367,ORD01367,COD,1158
PAY01368,ORD01368,Wallet,1855
PAY01369,ORD01369,COD,7122
PAY01370,ORD01370,COD,6070
PAY01371,ORD01371,UPI,11255
PAY01372,ORD01372,COD,1772
PAY01373,ORD01373,UPI,2589
PAY01374,ORD01374,COD,10953
PAY01375,ORD01375,COD,9985
PAY01376,ORD01376,Wallet,4462
PAY01377,ORD01377,Card,10740
PAY01378,ORD01378,COD,1986
PAY01379,ORD01379,Card,11723
PAY01380,ORD01380,UPI,1213
PAY01381,ORD01381,COD,9503
PAY01382,ORD01382,Card,8892
PAY01383,ORD01383,Card,7261
PAY01384,ORD01384,COD,10408
PAY01385,ORD01385,COD,11972
PAY01386,ORD01386,UPI,2778
PAY01387,ORD01387,UPI,11392
PAY01388,ORD01388,COD,9901
PAY01389,ORD01389,Wallet,9824
PAY01390,ORD01390,COD,769
PAY01391,ORD01391,Card,3102
PAY01392,ORD01392,UPI,4931
PAY01393,ORD01393,UPI,9511
PAY01394,ORD01394,UPI,11558
PAY01395,ORD01395,Wallet,4249
PAY01396,ORD01396,COD,11799
PAY01397,ORD01397,UPI,2037
PAY01398,ORD01398,COD,5150
PAY01399,ORD01399,UPI,4501
PAY01400,ORD01400,COD,3516
PAY01401,ORD01401,Card,4536
PAY01402,ORD01402,Wallet,3334
PAY01403,ORD01403,UPI,5731
PAY01404,ORD01404,Wallet,4055
PAY01405,ORD01405,UPI,799
PAY01406,ORD01406,COD,2615
PAY01407,ORD01407,Card,3932
PAY01408,ORD01408,COD,6229
PAY01409,ORD01409,COD,10367
PAY01410,ORD01410,UPI,5141
PAY01411,ORD01411,COD,9673
PAY01412,ORD01412,Wallet,7595
PAY01413,ORD01413,Wallet,10345
PAY01414,ORD01414,Card,3027
PAY01415,ORD01415,COD,1504
PAY01416,ORD01416,Wallet,3353
PAY01417,ORD01417,UPI,8399
PAY01418,ORD01418,Card,6422
PAY01419,ORD01419,Wallet,1094
PAY01420,ORD01420,UPI,4672
PAY01421,ORD01421,COD,2129
PAY01422,ORD01422,Card,7701
PAY01423,ORD01423,UPI,4348
PAY01424,ORD01424,UPI,5935
PAY01425,ORD01425,Card,7266
PAY01426,ORD01426,Card,7558
PAY01427,ORD01427,UPI,7676
PAY01428,ORD01428,COD,1849
PAY01429,ORD01429,Card,5862
PAY01430,ORD01430,Card,9010
PAY01431,ORD01431,UPI,9800
PAY01432,ORD01432,COD,10849
PAY01433,ORD01433,Wallet,9894
PAY01434,ORD01434,Wallet,11049
PAY01435,ORD01435,COD,10301
PAY01436,ORD01436,COD,2974
PAY01437,ORD01437,Card,5433
PAY01438,ORD01438,UPI,5805
PAY01439,ORD01439,UPI,7759
PAY01440,ORD01440,Card,7416
PAY01441,ORD01441,Wallet,6934
PAY01442,ORD01442,UPI,1856
PAY01443,ORD01443,COD,4735
PAY01444,ORD01444,UPI,8345
PAY01445,ORD01445,Wallet,10522
PAY01446,ORD01446,UPI,2450
PAY01447,ORD01447,Wallet,6379
PAY01448,ORD01448,Card,10695
PAY01449,ORD01449,UPI,2537
PAY01450,ORD01450,Wallet,9954
PAY01451,ORD01451,COD,3640
PAY01452,ORD01452,COD,5260
PAY01453,ORD01453,Card,5851
PAY01454,ORD01454,UPI,11087
PAY01455,ORD01455,COD,1265
PAY01456,ORD01456,UPI,10799
PAY01457,ORD01457,Card,10026
PAY01458,ORD01458,Wallet,546
PAY01459,ORD01459,Wallet,1167
PAY01460,ORD01460,COD,6890
PAY01461,ORD01461,UPI,616
PAY01462,ORD01462,UPI,11798
PAY01463,ORD01463,COD,6418
PAY01464,ORD01464,UPI,5155
PAY01465,ORD01465,Card,9894
PAY01466,ORD01466,UPI,6191
PAY01467,ORD01467,UPI,5454
PAY01468,ORD01468,Wallet,3232
PAY01469,ORD01469,UPI,9089
PAY01470,ORD01470,Wallet,2411
PAY01471,ORD01471,Card,1393
PAY01472,ORD01472,Card,11009
PAY01473,ORD01473,COD,2889
PAY01474,ORD01474,COD,5990
PAY01475,ORD01475,Card,3887
PAY01476,ORD01476,COD,5945
PAY01477,ORD01477,COD,5270
PAY01478,ORD01478,Card,7559
PAY01479,ORD01479,Wallet,11037
PAY01480,ORD01480,Card,546
PAY01481,ORD01481,COD,6563
PAY01482,ORD01482,Wallet,2867
PAY01483,ORD01483,Wallet,6182
PAY01484,ORD01484,Card,4505
PAY01485,ORD01485,Wallet,11870
PAY01486,ORD01486,Card,2674
PAY01487,ORD01487,Wallet,1845
PAY01488,ORD01488,Wallet,11553
PAY01489,ORD01489,COD,8755
PAY01490,ORD01490,UPI,11312
PAY01491,ORD01491,COD,2852
PAY01492,ORD01492,Wallet,7598
PAY01493,ORD01493,UPI,965
PAY01494,ORD01494,COD,4089
PAY01495,ORD01495,Wallet,780
PAY01496,ORD01496,UPI,9473
